"Year","TradeFlowName","TradeValue_in_1000_USD","NetWeight_in_KGM","first","second","third","fourth"
"2015","Export","39378.932","6411520","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2015","Import","36636.248","3832962","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2015","Import","71574.479","10536341","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2015","Import","0.414","","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2016","Export","9805.321","689222","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2016","Export","61735.551","14203756","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2016","Import","20179.946","3217658","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2016","Import","48266.524","4662071","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2017","Export","11322.252","891694","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2017","Export","33771.696","5731180","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2017","Export","414.227","0","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2017","Import","16910.477","2456314","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2017","Import","14728.903","218806","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2017","Import","11795.878","0","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2018","Export","15976.187","988256","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2018","Export","21142.38","5395158","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2018","Import","17728.604","14819","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2018","Import","28025.777","322877","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2019","Export","20216.333","149420","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2019","Export","17762.796","3957017","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2019","Import","27691.907","3179618","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2019","Import","38123.074","1995764","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2019","Import","325.271","0","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2008","Export","17592.31","224129","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2008","Import","892.399","97864","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2009","Export","75579.973","2282858","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2009","Import","2355.649","248670","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2010","Export","458.851","162965","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2010","Import","2055.652","359693","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2011","Export","1004.57","397483","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2011","Import","10756.605","3411283","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
"2012","Export","4186.287","2162361","Manufactured commodities not identi","Fabricated metal products, except m","Fabricated structural metal product","Fabricated structural metal product"
