Year,TradeFlowName,TradeValueK,first,second,third,fourth
2012,Import,82817.869,Manufactured commodities not identi,Rubber and miscellaneous plastics p,"Druggist or medical supplies, (incl","Druggist or medical supplies, (incl"
2013,Export,435.077,Manufactured commodities not identi,Rubber and miscellaneous plastics p,"Druggist or medical supplies, (incl","Druggist or medical supplies, (incl"
2013,Export,31960.404,Manufactured commodities not identi,Rubber and miscellaneous plastics p,"Druggist or medical supplies, (incl","Druggist or medical supplies, (incl"
2013,Import,1305.224,Manufactured commodities not identi,Rubber and miscellaneous plastics p,"Druggist or medical supplies, (incl","Druggist or medical supplies, (incl"
2013,Import,88241.622,Manufactured commodities not identi,Rubber and miscellaneous plastics p,"Druggist or medical supplies, (incl","Druggist or medical supplies, (incl"
2014,Export,245.505,Manufactured commodities not identi,Rubber and miscellaneous plastics p,"Druggist or medical supplies, (incl","Druggist or medical supplies, (incl"
2014,Export,28933.398,Manufactured commodities not identi,Rubber and miscellaneous plastics p,"Druggist or medical supplies, (incl","Druggist or medical supplies, (incl"
2014,Import,977.084,Manufactured commodities not identi,Rubber and miscellaneous plastics p,"Druggist or medical supplies, (incl","Druggist or medical supplies, (incl"
2014,Import,76043.559,Manufactured commodities not identi,Rubber and miscellaneous plastics p,"Druggist or medical supplies, (incl","Druggist or medical supplies, (incl"
2015,Export,191.833,Manufactured commodities not identi,Rubber and miscellaneous plastics p,"Druggist or medical supplies, (incl","Druggist or medical supplies, (incl"
2015,Export,28295.571,Manufactured commodities not identi,Rubber and miscellaneous plastics p,"Druggist or medical supplies, (incl","Druggist or medical supplies, (incl"
2015,Import,861.266,Manufactured commodities not identi,Rubber and miscellaneous plastics p,"Druggist or medical supplies, (incl","Druggist or medical supplies, (incl"
2015,Import,63642.017,Manufactured commodities not identi,Rubber and miscellaneous plastics p,"Druggist or medical supplies, (incl","Druggist or medical supplies, (incl"
2016,Export,248.305,Manufactured commodities not identi,Rubber and miscellaneous plastics p,"Druggist or medical supplies, (incl","Druggist or medical supplies, (incl"
2016,Export,24849.72,Manufactured commodities not identi,Rubber and miscellaneous plastics p,"Druggist or medical supplies, (incl","Druggist or medical supplies, (incl"
2016,Import,962.606,Manufactured commodities not identi,Rubber and miscellaneous plastics p,"Druggist or medical supplies, (incl","Druggist or medical supplies, (incl"
2016,Import,61116.707,Manufactured commodities not identi,Rubber and miscellaneous plastics p,"Druggist or medical supplies, (incl","Druggist or medical supplies, (incl"
2017,Export,983.487,Manufactured commodities not identi,Rubber and miscellaneous plastics p,"Druggist or medical supplies, (incl","Druggist or medical supplies, (incl"
2017,Export,25848.611,Manufactured commodities not identi,Rubber and miscellaneous plastics p,"Druggist or medical supplies, (incl","Druggist or medical supplies, (incl"
2017,Import,458.057,Manufactured commodities not identi,Rubber and miscellaneous plastics p,"Druggist or medical supplies, (incl","Druggist or medical supplies, (incl"
2017,Import,51173.106,Manufactured commodities not identi,Rubber and miscellaneous plastics p,"Druggist or medical supplies, (incl","Druggist or medical supplies, (incl"
2017,Import,451.415,Manufactured commodities not identi,Rubber and miscellaneous plastics p,"Druggist or medical supplies, (incl","Druggist or medical supplies, (incl"
2018,Export,1995.352,Manufactured commodities not identi,Rubber and miscellaneous plastics p,"Druggist or medical supplies, (incl","Druggist or medical supplies, (incl"
2018,Export,26385.012,Manufactured commodities not identi,Rubber and miscellaneous plastics p,"Druggist or medical supplies, (incl","Druggist or medical supplies, (incl"
2018,Export,18.94,Manufactured commodities not identi,Rubber and miscellaneous plastics p,"Druggist or medical supplies, (incl","Druggist or medical supplies, (incl"
2018,Import,180.174,Manufactured commodities not identi,Rubber and miscellaneous plastics p,"Druggist or medical supplies, (incl","Druggist or medical supplies, (incl"
2018,Import,55810.433,Manufactured commodities not identi,Rubber and miscellaneous plastics p,"Druggist or medical supplies, (incl","Druggist or medical supplies, (incl"
2018,Import,400.656,Manufactured commodities not identi,Rubber and miscellaneous plastics p,"Druggist or medical supplies, (incl","Druggist or medical supplies, (incl"
2019,Export,1282.788,Manufactured commodities not identi,Rubber and miscellaneous plastics p,"Druggist or medical supplies, (incl","Druggist or medical supplies, (incl"
2019,Export,28929.073,Manufactured commodities not identi,Rubber and miscellaneous plastics p,"Druggist or medical supplies, (incl","Druggist or medical supplies, (incl"
2019,Import,78.213,Manufactured commodities not identi,Rubber and miscellaneous plastics p,"Druggist or medical supplies, (incl","Druggist or medical supplies, (incl"
2019,Import,54772.267,Manufactured commodities not identi,Rubber and miscellaneous plastics p,"Druggist or medical supplies, (incl","Druggist or medical supplies, (incl"
2019,Import,141.124,Manufactured commodities not identi,Rubber and miscellaneous plastics p,"Druggist or medical supplies, (incl","Druggist or medical supplies, (incl"
2008,Export,88646.861,Manufactured commodities not identi,Rubber and miscellaneous plastics p,Miscellaneous plastics products,Miscellaneous plastics products
2008,Import,177666.654,Manufactured commodities not identi,Rubber and miscellaneous plastics p,Miscellaneous plastics products,Miscellaneous plastics products
2009,Export,62163.324,Manufactured commodities not identi,Rubber and miscellaneous plastics p,Miscellaneous plastics products,Miscellaneous plastics products
